area_sqm,bedrooms,bathrooms,age_years,neighborhood,has_garage,distance_to_center_km,price_k
55.4,1,1.0,21,Greenfield,1,12.8,130.3
99.6,1,1.0,4,Greenfield,1,2.3,383.9
113.5,4,2.0,55,Hillview,1,5.6,428.7k
107.0,3,,11,Riverside,1,,575.1
137.7,3,2.0,49,Eastgate,1,2.2,466.6
122.1,4,3.0,11,Riverside,1,5.5,649.4
133.4,3,2.0,19,Oldtown,0,2.7,534.0
,2,2.0,36,Eastgate,1,1.9,272.0
141.4,4,2.0,49,Greenfield,1,11.3,454.0
167.0,4,2.0,10,Oldtown,0,4.7,642.8
76.0,3,1.0,12,Greenfield,0,3.6,328.4
78.9,1,1.0,52,Greenfield,1,15.0,182.1
156.8,4,1.0,19,,0,10.3,673.0
,4,2.0,12,Oldtown,0,0.8,447.7
159.1,5,2.0,44,Eastgate,0,8.9,530.1k
94.5,3,2.0,5,Eastgate,0,8.9,3094.3
160.9,4,2.0,52,Oldtown,1,5.3,625.5
114.6,3,2.0,52,Eastgate,0,5.2,321.7k
119.0,3,,51,Eastgate,0,1.4,310.1
164.8,5,2.0,17,Eastgate,1,23.8,472.0
97.3,3,1.0,6,Eastgate,0,,288.2
77.1,2,1.0,25,Riverside,0,8.6,318.6
94.3,3,2.0,20,Riverside,1,5.8,420.3
125.8,3,2.0,57,Riverside,1,3.7,520.4k
55.2,1,1.0,37,oldtown ,1,11.9,164.6
132.3,4,1.0,56,Greenfield,1,7.4,386.6
91.1,2,1.0,45,Eastgate,1,5.5,254.5
150.2,4,,42,Riverside,0,8.5,587.8
40.0,1,1.0,6,Eastgate,1,6.2,140.7
82.5,2,1.0,4,Oldtown,1,20.0,345.5
51.0,1,1.0,2,Oldtown,0,11.6,196.5
81.1,3,2.0,35,Oldtown,1,,281.6
118.7,4,2.0,12,Greenfield,0,1.6,432.3
103.7,2,1.0,59,Riverside,1,9.7,356.0
101.1,3,1.0,7,Eastgate,1,9.6,347.7
104.4,3,,56,Greenfield,1,2.8,322.1
117.1,3,2.0,40,Eastgate,0,1.5,383.4
74.7,2,1.0,6,Riverside,1,11.3,310.8
134.7,4,2.0,3,Greenfield,1,12.3,458.1
133.2,4,2.0,23,Eastgate,0,4.0,454.4
123.5,3,1.0,20,Hillview,0,3.8,472.6
129.5,3,2.0,18,Eastgate,1,7.3,452.4
120.4,3,1.0,31,Greenfield,0,4.6,389.6
181.2,5,1.0,7,RIVERSIDE,1,1.5,763.5
107.0,4,1.0,7,Hillview,1,2.7,511.9
99.3,3,1.0,41,Hillview,0,8.3,300.6k
83.6,3,2.0,59,Riverside,1,2.9,360.1
73.9,3,2.0,16,,0,12.7,218.9k
66.4,1,1.0,55,Riverside,1,9.5,247.8
78.9,2,2.0,20,Oldtown,1,8.6,329.0k
107.5,2,1.0,20,Oldtown,0,7.2,347.2
121.7,3,1.0,5,oldtown ,1,3.5,448.0
111.8,3,2.0,25,Hillview,1,10.4,426.4
83.2,2,1.0,29,Eastgate,1,3.4,237.1
141.5,3,2.0,39,Oldtown,0,13.2,507.6
135.9,4,1.0,9,Riverside,1,17.9,578.1
,2,2.0,11,Greenfield,1,7.4,399.3k
87.1,3,1.0,25,Greenfield,0,16.4,231.9
129.2,3,2.0,4,Hillview,1,2.8,590.7
116.6,5,2.0,8,Oldtown,0,9.5,467.2
59.3,1,1.0,37,Riverside,1,6.5,252.4
107.6,3,,57,Riverside,0,11.4,368.6
119.2,3,1.0,34,,1,0.8,428.5
78.5,3,1.0,8,Greenfield,0,10.9,309.8k
116.6,4,2.0,59,Eastgate,0,3.8,331.5
59.1,2,1.0,31,,1,6.8,196.2
156.8,4,2.0,43,Greenfield,1,23.5,362.0
153.7,5,2.0,11,Hillview,1,9.8,685.1
101.2,2,1.0,34,Oldtown,1,8.9,344.3k
122.7,4,,4,Hillview,0,8.4,546.9
40.0,2,1.0,37,Oldtown,1,14.1,83.7
69.5,2,2.0,12,Greenfield,0,11.7,206.4k
99.7,1,,54,Oldtown,0,8.4,260.1
72.5,1,1.0,3,Eastgate,1,7.7,261.4
135.0,4,1.0,39,Oldtown,1,7.3,503.8
179.9,6,3.0,8,Greenfield,0,6.3,657.1
68.8,3,2.0,41,Eastgate,0,2.2,243.8
80.7,1,1.0,29,Hillview,1,9.6,283.0
118.2,4,2.0,58,RIVERSIDE,0,4.2,457.2k
166.4,5,3.0,39,Greenfield,0,5.7,567.0
67.2,1,1.0,22,Hillview,0,,173.1k
,3,2.0,5,,0,6.4,476.3
173.7,5,2.0,35,Greenfield,0,6.0,537.7
52.2,1,1.0,26,Riverside,1,7.4,180.7
65.2,1,1.0,3,Oldtown,0,,198.6
95.2,3,1.0,34,Hillview,1,23.2,281.7
91.8,2,1.0,12,Oldtown,1,21.1,331.7
138.4,4,3.0,14,,1,20.8,536.6
118.5,3,2.0,0,Oldtown,1,8.4,505.8k
47.9,1,,22,Riverside,1,3.9,286.3
128.0,4,2.0,13,Riverside,1,12.5,591.8
,3,,4,Riverside,1,5.2,446.0
154.6,4,3.0,26,Greenfield,1,13.2,499.1
88.0,2,,13,Eastgate,1,3.8,308.5
87.7,3,1.0,8,Hillview,1,8.8,367.8
128.9,3,1.0,28,Oldtown,0,14.5,399.5
136.7,4,1.0,3,Eastgate,1,5.4,515.3
125.7,4,2.0,59,Riverside,1,5.4,545.5
51.0,1,,28,Oldtown,0,1.7,131.8
128.8,4,2.0,59,oldtown ,1,3.9,370.6
73.8,1,1.0,52,Hillview,0,8.3,186.9
118.2,2,1.0,58,Eastgate,0,9.2,308.5
,2,1.0,32,Greenfield,1,10.2,208.5
125.6,4,2.0,25,Greenfield,0,1.1,528.6
81.8,2,1.0,43,Oldtown,0,,242.8
65.1,2,1.0,4,Riverside,0,1.9,321.6
135.0,4,2.0,50,Riverside,1,8.0,575.5
118.5,4,2.0,19,Eastgate,1,1.4,414.6
88.5,3,2.0,0,Greenfield,1,,370.0
160.8,4,1.0,14,Greenfield,1,11.5,533.8
94.6,1,1.0,14,Oldtown,1,4.3,289.6
111.1,4,3.0,0,Greenfield,1,16.5,407.7
119.4,4,2.0,40,Hillview,1,10.4,457.2
88.3,3,1.0,5,Greenfield,0,5.4,360.9
126.5,3,1.0,50,Hillview,1,12.8,432.4
91.3,3,2.0,27,Riverside,1,5.8,387.2
95.6,3,2.0,43,Riverside,0,11.1,345.3
157.7,5,2.0,20,Greenfield,0,3.7,505.4
73.6,2,1.0,7,Hillview,1,13.3,260.7k
40.0,1,1.0,10,,0,1.5,189.7
166.4,5,,38,Oldtown,1,2.5,638.1
199.2,6,3.0,42,Oldtown,0,2.9,780.6
95.8,2,1.0,16,Greenfield,1,4.1,288.4
42.2,1,1.0,21,Riverside,0,8.5,141.7k
99.1,3,2.0,56,Riverside,1,6.6,376.5
100.0,3,2.0,51,oldtown ,0,11.2,285.2
103.4,3,2.0,24,Hillview,0,,391.8
71.0,2,,14,Riverside,0,1.3,358.5
130.3,5,2.0,18,Riverside,1,15.8,619.1
128.4,3,1.0,32,Oldtown,1,5.7,459.4
57.7,1,1.0,34,Oldtown,1,20.5,155.1
134.5,4,2.0,11,Riverside,0,3.6,611.1
181.8,6,3.0,3,Oldtown,1,0.9,761.6
,2,1.0,29,Eastgate,1,10.4,362.1
98.2,2,1.0,47,Greenfield,0,,214.9
105.0,2,1.0,9,Greenfield,1,2.5,407.4
131.5,4,2.0,24,Oldtown,1,2.8,535.0
49.4,1,1.0,9,Oldtown,1,11.8,205.5
115.8,3,2.0,14,Greenfield,0,8.8,390.9
96.3,3,2.0,36,Eastgate,0,5.2,297.2
174.7,5,3.0,17,Hillview,1,9.4,763.7
103.9,3,1.0,15,oldtown ,0,8.2,362.7
168.4,5,2.0,59,Oldtown,0,,572.6k
71.4,2,1.0,10,Hillview,1,12.4,298.5
130.6,4,2.0,11,Hillview,1,10.8,558.0
121.2,3,1.0,55,Riverside,0,6.8,436.1
79.6,2,1.0,33,Greenfield,0,11.8,209.5
116.2,4,2.0,2,Eastgate,1,22.2,408.3
152.4,5,2.0,25,Eastgate,0,2.8,503.5
98.7,2,1.0,33,Oldtown,0,5.4,318.7
50.8,2,1.0,15,Eastgate,0,5.7,119.3
109.4,2,1.0,32,Eastgate,1,11.6,310.1
78.4,3,2.0,38,Riverside,1,4.0,374.7k
98.0,3,2.0,15,Eastgate,0,11.1,330.9
,3,1.0,48,Eastgate,0,4.4,308.1
50.3,2,1.0,27,Greenfield,1,2.5,214.3
53.5,1,1.0,57,Oldtown,1,7.1,149.2
126.9,4,2.0,5,Greenfield,1,4.4,523.4
91.7,2,2.0,19,Hillview,0,7.6,388.6
40.0,1,1.0,43,Riverside,1,9.0,158.0
137.5,4,2.0,53,Riverside,1,1.5,596.4
119.5,3,,13,RIVERSIDE,1,4.8,449.0
85.0,2,1.0,58,Oldtown,0,7.1,249.9
,1,1.0,11,Hillview,1,11.8,265.2
139.3,3,2.0,24,Eastgate,0,10.8,464.6
122.2,2,1.0,18,Oldtown,0,3.3,487.3
193.4,6,3.0,25,Greenfield,0,5.9,735.8
124.7,5,2.0,54,Riverside,1,,533.2
123.6,4,1.0,43,Eastgate,0,,375.5
104.2,2,1.0,47,Greenfield,1,3.6,284.3
138.6,4,2.0,15,Greenfield,1,6.4,513.3k
131.9,5,2.0,56,Eastgate,1,8.7,382.9
153.8,4,2.0,26,Eastgate,0,3.0,512.3
,3,1.0,39,Riverside,1,10.0,364.7
94.8,2,1.0,41,,0,7.4,360.9
93.2,3,2.0,39,Hillview,1,10.3,347.1
137.7,3,1.0,36,Riverside,0,6.3,584.8
162.4,5,2.0,28,,0,20.0,465.9
93.9,2,1.0,38,Oldtown,1,8.6,315.5
95.1,3,,54,Greenfield,0,11.1,285.6
121.0,4,2.0,23,,0,10.0,453.8
101.4,2,1.0,30,Greenfield,1,5.8,351.9k
143.3,3,2.0,10,Eastgate,0,8.0,513.2
40.0,1,1.0,21,Riverside,0,4.1,169.8
,2,2.0,46,Riverside,0,19.1,223.6
,2,1.0,38,RIVERSIDE,0,9.3,228.3
,1,1.0,12,Eastgate,1,3.4,154.3
76.3,2,1.0,32,Oldtown,0,16.3,179.0
,2,2.0,48,Hillview,1,6.0,268.5
103.0,2,1.0,7,Hillview,1,12.2,382.3
149.0,4,2.0,3,Oldtown,0,1.4,632.7k
101.4,4,2.0,23,Oldtown,1,14.3,371.4k
73.9,2,1.0,39,Hillview,1,9.0,247.4
,3,2.0,18,Eastgate,0,3.2,351.2
146.7,5,2.0,49,Greenfield,0,8.9,473.1
75.8,1,1.0,50,,0,17.8,182.0
78.1,2,1.0,31,Eastgate,0,4.2,200.5
129.5,4,2.0,22,Greenfield,1,4.2,438.2
102.2,3,1.0,2,oldtown ,1,5.7,535.3
132.7,4,2.0,49,Eastgate,0,7.0,351.7
109.5,3,2.0,53,Hillview,0,12.8,365.7
134.6,4,2.0,26,Eastgate,0,9.3,466.4
73.8,2,2.0,30,Riverside,1,5.7,373.6
109.6,1,1.0,45,Greenfield,1,8.3,331.0
102.6,4,2.0,41,RIVERSIDE,0,19.8,289.5
67.4,1,1.0,8,oldtown ,1,10.5,355.1k
,1,1.0,40,Oldtown,1,6.2,104.1
134.0,4,,55,Oldtown,1,5.6,459.6
97.7,3,1.0,45,Eastgate,1,7.9,306.9
74.2,1,1.0,28,Eastgate,1,12.6,185.2
106.6,2,1.0,31,Riverside,0,3.7,473.9
149.5,5,3.0,15,Greenfield,0,11.5,518.5
40.0,1,1.0,39,Oldtown,1,6.1,121.6
57.6,2,1.0,14,Hillview,0,6.8,225.5
77.7,2,1.0,20,Oldtown,0,30.2,143.5
161.1,4,2.0,15,Hillview,1,10.7,653.5
119.9,3,1.0,20,Hillview,1,4.5,516.9
136.9,3,2.0,22,Oldtown,1,9.0,489.1
70.1,3,1.0,4,Hillview,1,13.1,329.1
70.8,2,1.0,43,RIVERSIDE,1,10.8,208.5
125.7,3,2.0,26,Hillview,0,0.8,560.0
112.0,3,1.0,56,Greenfield,1,6.6,300.5
129.2,3,2.0,10,Eastgate,1,9.2,387.6
103.4,4,2.0,40,Eastgate,1,8.7,324.5
,3,1.0,999,Oldtown,0,4.8,543.7
115.5,4,2.0,32,Eastgate,0,10.9,382.5
137.2,4,3.0,29,Oldtown,1,14.4,480.4k
138.2,3,2.0,26,Riverside,0,1.5,633.1
53.3,1,1.0,39,Riverside,0,1.4,219.1
40.0,1,1.0,49,oldtown ,1,8.9,63.8k
145.1,3,1.0,19,Greenfield,1,11.5,513.5
151.6,4,3.0,50,,0,4.2,486.5
74.3,1,1.0,11,Eastgate,0,0.8,251.6
44.9,1,1.0,17,Riverside,0,6.7,179.2
113.5,3,1.0,18,Greenfield,1,8.8,419.8k
142.6,3,2.0,57,Eastgate,1,5.4,399.5
172.9,4,2.0,7,Oldtown,0,13.3,588.3
128.1,3,1.0,23,Hillview,0,8.4,501.4
97.0,2,2.0,25,Eastgate,0,,251.4
78.7,3,2.0,48,Riverside,0,4.2,303.8
110.4,3,2.0,29,Hillview,0,6.8,465.6
99.5,3,1.0,58,Eastgate,1,5.1,297.1
74.5,1,1.0,44,Oldtown,0,1.3,263.7
181.7,5,2.0,42,Hillview,0,7.9,721.4
172.5,5,2.0,45,Hillview,1,4.3,771.5
149.8,4,2.0,9,Eastgate,0,4.9,495.5
77.8,3,3.0,26,Greenfield,0,2.7,299.4
,3,1.0,35,Greenfield,0,18.1,373.0
,4,1.0,12,Eastgate,0,10.3,449.7
125.5,3,1.0,7,Eastgate,0,21.1,350.2
153.7,4,2.0,8,Eastgate,1,5.4,588.4
132.2,3,,47,Hillview,0,10.7,445.6
135.9,4,2.0,39,Riverside,1,8.0,625.0
132.3,4,2.0,16,Eastgate,1,4.0,485.7
121.9,3,1.0,44,Eastgate,0,5.3,351.4
47.6,2,1.0,41,Hillview,0,10.3,139.2
112.9,3,1.0,48,Greenfield,0,2.7,354.6
90.5,3,1.0,54,Eastgate,0,13.4,217.0k
65.2,2,1.0,52,Oldtown,1,7.6,183.7
168.9,5,2.0,10,Riverside,0,12.2,731.2
170.5,5,3.0,46,Riverside,1,8.8,728.2
157.6,4,,23,Oldtown,1,1.5,585.1
118.9,3,2.0,24,Hillview,1,6.6,520.8
157.3,6,3.0,38,Riverside,1,13.6,652.3
110.4,2,1.0,36,Oldtown,1,7.5,371.1
117.1,4,1.0,25,Oldtown,1,6.8,468.2k
,1,,59,Eastgate,1,7.5,185.3
123.9,4,2.0,10,Eastgate,0,,397.8
112.1,4,,5,Oldtown,0,14.5,417.0
,2,1.0,1,oldtown ,0,0.6,357.1
108.2,3,,48,Riverside,0,16.5,352.7
107.2,3,1.0,24,Riverside,1,5.1,524.7
172.9,5,2.0,26,Oldtown,0,,612.6
141.3,4,2.0,38,Riverside,1,1.0,593.7
110.4,3,2.0,26,Oldtown,1,11.5,420.8
118.7,3,,34,Greenfield,0,10.2,339.5
111.5,3,1.0,3,Hillview,1,,432.4
102.9,2,1.0,9,Greenfield,0,1.0,368.9
72.1,2,1.0,55,Riverside,1,3.5,304.8
104.7,2,1.0,27,Oldtown,1,8.9,330.7
,3,1.0,10,Greenfield,0,14.3,328.5
66.2,2,1.0,22,Oldtown,1,3.1,2690.6
127.9,4,2.0,20,Eastgate,0,3.2,438.4
123.7,4,2.0,16,Greenfield,1,8.5,411.9k
47.5,1,1.0,17,Eastgate,1,28.5,63.4
,3,2.0,43,Oldtown,0,4.0,365.2
144.8,4,1.0,6,Hillview,1,5.0,601.8
147.1,4,2.0,18,,1,4.5,775.5
145.9,4,2.0,28,RIVERSIDE,1,6.1,647.3
111.4,5,2.0,32,Riverside,1,15.0,459.1
80.4,2,1.0,52,Greenfield,1,6.4,253.4
72.1,2,1.0,55,Eastgate,0,30.2,117.1k
122.1,4,,17,Oldtown,1,7.3,520.7
123.3,4,2.0,32,Oldtown,1,16.0,390.3
,4,2.0,1,Eastgate,0,5.3,544.5
148.5,5,2.0,37,Greenfield,0,,461.4
105.4,3,2.0,9,Oldtown,0,6.4,441.1
66.5,1,1.0,4,Oldtown,0,9.8,188.8
98.8,4,2.0,40,Greenfield,0,3.6,309.5
117.6,4,2.0,10,oldtown ,0,14.3,391.9
102.9,2,1.0,28,Greenfield,1,4.6,357.2
89.8,4,2.0,6,Oldtown,0,2.7,390.5
118.9,4,,44,Riverside,0,26.6,414.8
92.4,3,1.0,45,Hillview,1,3.4,381.9
88.0,3,,34,,0,4.5,338.1
120.9,4,2.0,50,oldtown ,0,11.0,319.0
95.9,3,1.0,26,Riverside,1,5.2,482.9
118.5,3,2.0,11,Eastgate,1,2.8,406.0
119.6,4,3.0,9,Greenfield,1,4.2,521.1
70.1,2,1.0,13,Greenfield,0,22.0,224.1
93.2,3,2.0,12,Eastgate,0,10.1,316.1
160.3,4,2.0,19,Greenfield,1,11.5,573.7
69.3,2,1.0,12,Riverside,1,8.2,234.3
40.0,1,1.0,35,Oldtown,1,9.2,104.1
,1,1.0,8,Riverside,1,4.9,261.6
111.0,2,1.0,37,Greenfield,0,7.5,351.1
111.1,4,2.0,20,oldtown ,0,0.9,381.3k
105.9,1,1.0,41,,1,13.0,360.7
,4,2.0,30,RIVERSIDE,1,4.8,621.1
40.0,1,1.0,54,Oldtown,0,2.4,101.5
123.9,4,2.0,26,Oldtown,1,7.8,424.4
164.7,4,3.0,17,Greenfield,0,5.8,610.4
70.5,2,1.0,35,Riverside,1,12.7,284.6
96.7,3,2.0,39,Eastgate,0,6.5,273.4
83.6,2,1.0,26,Eastgate,1,4.1,288.6
78.7,3,2.0,33,Oldtown,0,6.6,272.6
98.6,3,2.0,28,Riverside,1,17.2,390.7
160.0,5,3.0,18,Greenfield,1,13.0,527.6
174.3,4,2.0,18,Eastgate,0,10.1,568.0
98.2,3,1.0,54,Hillview,1,13.4,266.7
176.7,6,3.0,40,Oldtown,1,10.6,609.6
111.2,4,2.0,5,Greenfield,1,3.2,444.0
171.4,6,3.0,57,Greenfield,0,11.6,528.2
106.7,3,2.0,42,oldtown ,1,14.4,319.1
114.6,2,1.0,3,Eastgate,1,15.0,3723.5
122.8,3,2.0,43,Greenfield,1,2.6,467.3
221.3,6,3.0,35,Oldtown,1,4.5,861.3
139.8,4,1.0,54,Eastgate,1,4.0,432.1
85.2,2,1.0,29,Hillview,0,5.3,324.0
143.9,3,2.0,31,Eastgate,0,,458.5
97.3,3,2.0,18,Greenfield,0,7.6,348.5
92.9,2,1.0,19,Greenfield,0,7.6,308.1
141.8,5,2.0,37,Hillview,0,2.0,612.9
111.1,5,3.0,49,Eastgate,0,4.4,304.5
119.8,4,2.0,53,Greenfield,1,15.7,291.9
110.5,4,2.0,46,Greenfield,1,14.4,327.1
121.8,3,1.0,36,Eastgate,0,6.4,353.9
124.9,2,2.0,30,Riverside,1,11.6,522.6
42.2,1,1.0,20,Oldtown,1,8.8,146.2
133.3,3,1.0,46,Greenfield,1,12.5,406.0
75.6,1,1.0,19,Eastgate,1,11.9,180.7k
59.5,3,1.0,16,Eastgate,1,6.8,215.5
108.0,3,,52,Eastgate,1,10.1,2920.5
112.9,3,2.0,35,Hillview,1,,449.9
85.7,2,1.0,21,Hillview,1,6.9,296.1
139.1,4,2.0,51,RIVERSIDE,0,5.9,442.7
63.0,2,1.0,57,Oldtown,1,20.1,69.9
95.8,3,1.0,19,Eastgate,1,6.9,310.5k
89.5,3,1.0,31,Eastgate,1,11.1,290.9
108.4,3,1.0,29,Greenfield,1,19.1,313.9
119.8,3,2.0,42,Oldtown,0,10.1,344.1
74.7,1,1.0,57,,0,9.8,128.2
135.3,3,1.0,32,Riverside,1,7.0,534.2
112.2,3,1.0,47,Riverside,1,9.3,388.0
43.8,1,1.0,35,Hillview,1,5.5,157.4
41.4,1,1.0,53,Riverside,1,32.7,40.0
109.6,3,,24,Greenfield,1,2.0,417.7
102.3,3,1.0,23,Greenfield,1,6.1,373.0
106.4,2,1.0,25,Riverside,0,10.2,412.5k
,3,1.0,59,Greenfield,1,9.8,295.6
117.9,4,3.0,36,Hillview,0,5.5,449.9
143.2,4,2.0,9,Eastgate,1,,511.6
71.1,1,1.0,2,Greenfield,0,2.4,227.5k
69.0,2,2.0,31,Eastgate,1,8.0,190.3
71.7,3,,48,Riverside,0,1.0,292.6
120.1,4,2.0,28,Riverside,0,10.7,500.3
153.6,4,1.0,33,Hillview,1,15.2,656.2k
94.9,2,1.0,47,Greenfield,1,,217.8
40.0,1,,30,oldtown ,0,13.7,62.4
50.4,2,1.0,54,Oldtown,1,1.0,126.7
80.8,2,1.0,38,Riverside,0,5.7,294.8
90.5,3,2.0,43,,0,3.0,281.6
95.7,3,1.0,46,Oldtown,0,1.6,354.1
111.4,4,2.0,37,Eastgate,1,4.8,357.6
99.1,3,1.0,3,Eastgate,1,18.8,299.3
146.7,5,,25,Oldtown,1,22.2,498.9
86.3,3,2.0,8,Riverside,1,3.3,416.4
79.8,2,1.0,30,Oldtown,1,7.3,262.8
126.8,3,1.0,8,Oldtown,1,9.2,478.3
56.3,3,2.0,30,Eastgate,1,,200.2
123.6,4,,20,Greenfield,0,15.9,403.6
113.6,2,2.0,1,Oldtown,0,4.8,447.0
104.8,3,2.0,7,Hillview,0,4.2,460.1
165.6,5,3.0,30,Riverside,1,3.5,733.3
88.2,2,2.0,4,Oldtown,1,5.7,389.3
182.1,5,3.0,51,Eastgate,0,0.3,566.4
102.1,4,2.0,45,Eastgate,1,5.9,346.0
65.3,1,1.0,42,RIVERSIDE,1,7.6,204.6
112.4,3,1.0,10,Riverside,0,8.0,492.2
72.3,2,1.0,47,Eastgate,0,2.8,167.6
83.7,3,1.0,38,Hillview,0,7.9,295.3
123.9,4,2.0,23,Greenfield,0,7.8,430.3
129.4,4,2.0,0,RIVERSIDE,1,7.9,459.1
88.2,3,2.0,31,RIVERSIDE,1,12.2,263.9
144.6,4,2.0,47,Riverside,0,2.7,628.6
150.5,4,2.0,2,Hillview,1,5.7,694.0
160.3,5,2.0,3,Eastgate,0,1.3,570.1
128.5,4,2.0,22,Oldtown,0,11.4,416.5k
157.7,5,3.0,30,,0,3.1,544.5k
44.2,2,1.0,28,oldtown ,1,13.5,118.8
98.9,3,1.0,25,Greenfield,1,13.8,313.4
79.7,2,1.0,15,Riverside,1,6.2,373.6
114.2,3,2.0,3,Greenfield,0,5.9,365.2
90.0,3,2.0,1,Hillview,1,1.9,458.1
104.2,3,2.0,5,Hillview,0,7.1,467.4
175.9,5,,41,Hillview,0,12.1,689.6
104.1,4,2.0,47,Oldtown,1,8.6,369.8
124.5,3,2.0,26,Greenfield,1,17.2,326.0
,3,1.0,4,Greenfield,0,5.2,407.0
112.6,4,2.0,24,RIVERSIDE,1,5.2,424.0
110.2,3,2.0,59,Greenfield,1,3.3,311.7
125.7,5,2.0,14,Eastgate,1,,352.0
150.8,4,1.0,29,Hillview,1,1.9,645.6
167.7,5,2.0,32,Greenfield,0,11.5,560.7k
120.8,3,2.0,19,Riverside,1,12.3,510.0k
,4,2.0,26,Greenfield,0,11.9,441.9
69.7,2,1.0,28,Hillview,0,3.6,219.9
106.9,4,2.0,28,Eastgate,1,6.2,335.0k
142.9,4,2.0,43,Oldtown,1,10.4,443.4
,5,2.0,34,Oldtown,0,4.3,506.4
117.4,3,1.0,3,Riverside,1,5.5,613.1
141.0,4,2.0,0,Hillview,1,,712.6
127.2,5,3.0,24,Hillview,1,7.5,570.4
152.0,5,3.0,54,Oldtown,0,7.1,515.7k
120.1,3,1.0,2,Oldtown,0,19.3,400.0
97.6,2,1.0,4,Eastgate,0,10.6,318.4
121.8,3,2.0,40,Oldtown,0,2.3,395.6
40.0,2,1.0,27,Greenfield,0,,120.5k
123.4,3,2.0,13,Riverside,0,11.7,567.2
40.0,1,,12,,0,7.1,92.2
49.7,1,,39,Riverside,0,23.9,40.0
,4,2.0,31,Hillview,1,23.9,431.7
126.7,3,2.0,38,oldtown ,1,3.3,418.1
69.3,1,1.0,16,oldtown ,0,8.7,180.1
85.1,3,1.0,31,Hillview,1,2.5,367.5
158.0,5,1.0,51,Hillview,0,11.5,582.5k
93.1,3,1.0,18,Oldtown,0,21.1,329.0
188.5,5,2.0,23,Hillview,1,7.9,784.7
109.9,4,2.0,9,Oldtown,0,5.1,450.2
124.3,3,2.0,38,Eastgate,0,9.4,402.5
166.6,4,2.0,1,Hillview,0,,666.4k
114.6,3,1.0,14,Eastgate,1,13.3,321.5
74.9,3,2.0,42,Hillview,1,5.1,308.8k
106.2,3,1.0,1,Oldtown,0,4.2,463.9k
108.8,3,2.0,59,Oldtown,0,8.4,340.1
62.2,3,1.0,24,Riverside,0,5.4,272.0
101.0,5,3.0,23,Hillview,1,15.9,379.3
84.0,1,,32,Greenfield,0,5.4,242.7
142.4,4,2.0,38,Eastgate,1,7.4,486.3
111.2,3,2.0,27,Hillview,1,9.2,413.3
100.1,2,,53,Oldtown,0,,312.1
106.3,2,1.0,57,Greenfield,1,4.5,298.9
117.8,3,1.0,12,Riverside,0,23.2,407.3
131.6,3,1.0,42,Oldtown,0,12.8,415.4
75.0,2,1.0,18,Greenfield,0,5.3,262.8
73.5,2,1.0,59,Oldtown,1,11.6,198.7
148.7,5,3.0,15,Riverside,1,15.8,643.1
95.6,3,1.0,17,Oldtown,1,6.0,333.1
60.4,2,1.0,42,Eastgate,0,12.4,134.0
125.5,3,1.0,47,Riverside,0,11.2,442.1
126.2,5,3.0,7,Eastgate,1,2.6,541.6
56.4,2,,33,Hillview,0,6.0,249.2
118.0,2,2.0,20,Oldtown,0,19.6,418.1
135.7,3,1.0,36,Oldtown,1,22.8,377.4
123.1,2,1.0,33,Greenfield,1,12.9,380.0
132.1,4,2.0,59,Oldtown,1,4.3,489.7
60.9,2,1.0,56,Eastgate,0,0.7,178.1
121.6,3,1.0,39,Hillview,0,3.9,451.1
99.4,4,1.0,40,Riverside,0,2.2,466.4
93.1,3,1.0,53,Hillview,1,20.5,256.7
,4,2.0,11,Hillview,0,1.2,630.7
161.8,4,1.0,43,Hillview,0,2.6,586.1
172.8,4,2.0,46,Greenfield,0,8.3,556.1
156.0,4,2.0,7,Greenfield,1,7.0,563.2
106.2,3,2.0,52,Eastgate,1,,272.5
122.3,2,1.0,41,Eastgate,1,10.8,346.8
136.8,4,2.0,20,Hillview,0,6.3,573.2
,3,1.0,29,Eastgate,1,16.1,321.3
114.6,3,1.0,29,Oldtown,0,5.2,431.1
138.8,3,,55,Greenfield,0,20.0,335.6
107.9,3,2.0,58,Greenfield,0,3.4,280.4
84.5,2,1.0,48,Oldtown,1,,283.8
95.5,3,1.0,39,Greenfield,0,0.8,291.9
132.2,4,2.0,6,RIVERSIDE,1,13.4,430.1
110.1,4,1.0,54,Hillview,1,7.9,373.8
121.9,3,1.0,8,Greenfield,0,20.0,370.2
133.5,4,2.0,10,Riverside,1,5.8,646.1
96.9,3,2.0,4,oldtown ,1,1.9,456.6
136.5,4,,56,Oldtown,0,9.8,428.3
123.3,3,1.0,29,oldtown ,1,4.6,432.2
66.8,2,1.0,14,Oldtown,0,12.1,207.3
160.5,5,2.0,4,Greenfield,0,3.5,594.8
92.5,3,,24,Oldtown,1,17.7,337.1
52.1,3,1.0,43,Oldtown,1,7.4,195.7
73.4,2,,59,Eastgate,0,6.3,195.0k
74.3,2,1.0,33,Riverside,0,16.9,145.9
111.8,3,2.0,36,Eastgate,1,13.5,372.9
100.4,3,2.0,50,Oldtown,0,3.9,356.3
98.2,2,1.0,54,Greenfield,1,13.2,318.4
131.7,3,2.0,16,Eastgate,1,11.4,402.3
121.9,4,2.0,59,Riverside,1,6.6,444.6
121.1,3,1.0,31,Riverside,0,12.5,463.9
124.3,4,2.0,55,Riverside,1,17.7,439.6
131.6,3,1.0,7,Greenfield,0,6.8,472.6
40.0,1,2.0,5,Eastgate,0,6.8,172.0
